Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Excel: Introdução às Fórmulas e Funções,"O curso ""Excel: Introdução às Fórmulas e Funções"" explora as principais funções do Excel, bem como seus recursos que facilitam o dia a dia de profissionais, como o ""Atingir Meta"", ""Cenários"" e ""Tabelas de Dados"". Além dessas técnicas, serão exploradas formas de avaliação através de fórmulas, e também apuração de erros, a fim de facilitar a aplicação das técnicas aprendidas. Uma das principais funções do Excel é armazenar cálculos e potencializar sua edição, flexibilizando-o assim para diferentes aplicações de negócios, e com esse curso você será capaz de explorar suas principais aplicações.",Course,2022-07-18 18:03 UTC,N/A,false,N/A,
Como se Comunicar com Empatia,"Quando buscamos compreender a perspectiva de outra pessoa, estamos praticando a empatia. Quando a comunicação empática é incentivada no trabalho, as pessoas ficam mais à vontade para falar abertamente, sentem que são importantes e se sentem seguras. É por isso que a empatia no trabalho é fundamental para o sucesso de toda a empresa. Neste curso, a especialista em comunicação Sharon Steed explica os princípios da comunicação com empatia e apresenta estratégias específicas para ajudar a melhorar sua abordagem em conversas difíceis. Prepare-se para aprender a conversar com empatia a fim de melhorar suas conversas individuais e as interações da sua equipe.",Course,2021-05-03 12:11 UTC,N/A,false,N/A,
Como Cultivar a Liderança no Desenvolvimento de Projetos de Software,"A gestão e liderança de equipes de software é uma arte que exige capacitação. Neste curso, você aprenderá as características para desenvolver suas competências como líder, desde as habilidades interpessoais até as da área técnica, para que seja capaz de conseguir os melhores resultados com sua força de trabalho, finalizando projetos com sucesso e um alto índice de satisfação por parte da própria equipe de desenvolvimento Vamos começar hoje mesmo?",Course,2024-07-06 22:21 UTC,N/A,false,N/A,
Excel 2019: Formação Básica,"Esse curso possui uma abordagem focada nas principais ferramentas do Excel na sua versão 2019 e na produtividade de profissionais por meio de execuções, atalhos e facilidades que são ensinadas ao longo das aulas. São desenvolvidas planilhas, análises e execuções em casos semelhantes ao dia a dia de profissionais.",Course,2019-02-04 22:20 UTC,N/A,false,N/A,
Técnicas Avançadas de Python,"Desenvolva suas habilidades de programação Python. Python é uma ótima opção para implementar vários tipos de soluções, mas para aproveitar ao máximo seu poder e flexibilidade, você precisa dominar as suas funcionalidades avançadas. Neste curso, você pode aprender como aproveitar os recursos avançados do Python como métodos de classe orientadas a objetos, usar o módulo logging para rastrear o desempenho e a atividade do usuário, e como tornar seu código mais eficiente e mais fácil de ler e manter. A instrutora Jessica Temporal também mostra como manipular dados, construir classes e funções personalizadas, criar listas e escrever um código mais elegante e otimizado.",Course,2021-09-02 21:37 UTC,N/A,false,N/A,
Excel for Mac 2011: Charts in Depth,"Learn how to use Excel for Mac 2011 to create different kinds of charts—from column, bar, and line charts to Gantt and exploded pie charts—and understand how to decide which type works best for your data. Plus, find out how to fine-tune your chart's color and style; add titles, labels, and legends; insert shapes, pictures, and text boxes; and pull data from multiple sources. Author Dennis Taylor also introduces analytical tools that will help you make sense of your data and a few dynamic controls that allow you to adapt your charts on the fly. Along the way, he provides tips and tricks to be more productive and efficient.",Course,2018-07-04 09:16 UTC,N/A,false,N/A,
Fundamentos de Cibersegurança: Como Avaliar e Mitigar Riscos,"Prepare uma base sólida para sua rede, usuários e dados aprendendo os conceitos básicos de cibersegurança. Malcolm Shore, especialista em segurança, descreve como avaliar e mitigar riscos usando diversas estruturas de segurança cibernética e normas de controle, como o NIST, o COBIT 5 e a Payment Card Industry Data Security Standard (PCI DSS). Malcolm detalha ameaças cibernéticas pertinentes e como operam, incluindo como os cibercriminosos ocultam seus ataques, como funcionam as Ameaças Persistentes Avançadas (APTs) e até mesmo como identificar o que é real e o que são apenas estratégias para causar pânico e desinformação na internet. Ao longo do curso, ele também aborda o gerenciamento de riscos cibernéticos, como selecionar e aplicar controles e o ciclo de vida geral da cibersegurança.",Course,2022-06-22 17:41 UTC,N/A,false,N/A,
Fundamentos de Liderança (2018),"Deseja desenvolver qualidades de liderança que ajudem você a inspirar sua equipe, gerenciar com sucesso mudanças e conflitos e atender melhor às necessidades de sua organização? Neste curso, a consultora de liderança e diretora de formação e desenvolvimento do Lynda.com, Britt Andreatta, explica como é a verdadeira liderança, como avaliar seus pontos fortes e maneiras de desenvolver as qualidades que os melhores líderes utilizam para tornar suas organizações sólidas e inovadoras. O curso inclui informações sobre o desenvolvimento e a orientação de sua equipe e como criar um local de trabalho envolvente, desenvolver sua habilidade política, analisar o setor e aprimorar sua inteligência emocional.",Course,2019-02-19 23:13 UTC,N/A,false,N/A,
Computação em Nuvem: Noções Básicas,"Vai migrar para a nuvem? Tenha uma visão geral da computação em nuvem e dos principais conceitos que você deve levar em consideração ao mudar para a nuvem. Há três tipos de soluções em nuvem: software como serviço, infraestrutura como serviço e plataforma como serviço. O instrutor David Linthicum ajuda você a avaliar essas soluções, como a Amazon Web Services, Google Cloud, Salesforce.com e Office 365, além dos dados e aplicativos mais indicados para a nuvem. David explica como selecionar um provedor de nuvem e planejar uma migração. Ele também analisa questões de segurança e as operações e ferramentas diárias comuns de que os administradores de TI precisam para manter sua infraestrutura baseada em nuvem funcionando.",Course,2022-08-17 22:18 UTC,N/A,false,N/A,
Excel 2013: Fórmulas e Funções Avançadas,"O treinamento fórmulas e funções avançadas do Excel 2013 consistem em demonstrar na prática a aplicação das principais fórmulas e funções do Excel. São centenas de funções distribuídas em 12 categorias diferentes. Não há como dominar o Excel sem conhecer minimamente o poder das suas funções. Neste treinamento são abordadas as principais funções para agregações de valores, cálculos condicionais e funções lógicas, cálculos estatísticos e matemáticos, manipulação de datas e hora, uso de referências relativas e absolutas e como depurar erros. Essencial para quem quer subir um degrau no uso do Excel no dia a dia.",Course,2019-04-06 13:23 UTC,N/A,false,N/A,
Fundamentos de Programação: Conceitos Básicos,"Este curso fornece o conhecimento básico para começar a programar em qualquer idioma. Aprenda a escrever e executar sua primeira aplicação e entenda o que está acontecendo nos bastidores. O curso cobre a criação de pequenos programas para explorar condições, loops, variáveis e expressões; trabalhar com diferentes tipos de dados e como eles afetam a memória; escrever código modular; e como depurar usando diferentes abordagens para construir aplicações de software. Este curso também compara código escrito em várias linguagens diferentes, as bibliotecas e frameworks que se têm desenvolvido, e as razões para escolher cada um deles.",Course,2025-01-31 09:07 UTC,N/A,false,N/A,
Excel 2016: Formação Básica,"O Excel é um dos softwares mais utilizados no mundo e saber trabalhar com ele pode realmente fazer diferença na produtividade e na performance de profissionais. Esse curso possui uma abordagem focada nas principais ferramentas do Excel e na produtividade de profissionais por meio de execuções, atalhos e facilidades que são ensinadas ao longo das aulas. São desenvolvidas planilhas, análises e execuções em casos semelhantes ao dia a dia de profissionais.",Course,2018-08-30 23:35 UTC,N/A,false,N/A,
Cibersegurança para Líderes: Como Lidar com um Ataque Cibernético,"Este curso tem como objetivo conceituar e desmistificar o que é cibersegurança e porque os líderes e as empresas precisam colocar este assunto tão delicado em evidência. A cada dia que passa é mais natural ver notícias sobre empresas perdendo milhões devido a ataques hackers, por isso os líderes devem estar alertas sobre o conceito de cibersegurança, e conhecer formas de se proteger e proteger a sua empresa antes que seja tarde demais! Conheça os riscos crescentes perante o avanço tecnológico, tipos de ataques mais usuais, ferramentas contra os hackers, como evitar um ataque, e como reduzir os danos causados por um. É o tipo de curso que pode salvar uma empresa e todo o seu time.",Course,2024-07-14 16:31 UTC,N/A,false,N/A,
Desafio de Programação: Python,"Quer testar suas habilidades em Python? Estes desafios curtos irão exercitar seu cérebro e melhorar suas habilidades de programação. A instrutora Jessica Temporal vai te mostrar quinze desafios em Python e como resolver cada um deles. Os desafios incluem ordenar strings, agendar uma função, resolver um sudoku e muito mais. Você pode resolver cada desafio usando apenas a biblioteca padrão de Python. Como cada desafio é independente, você pode concluir o curso seguindo as aulas na ordem que preferir. Aproveite cada uma dessas aulas para praticar programação em vários níveis de dificuldade, para que você possa reforçar aprendizados e o conhecimento em Python.",Course,2025-09-20 11:27 UTC,N/A,false,N/A,
"PowerPoint 2013: Dicas, Truques e Atalhos","Este curso foi criado para você que já conhece os conceitos essenciais do PowerPoint e que deseja, a partir de agora criar apresentações diferenciadas. Este curso ensinará algumas técnicas que permitirão a você ser mais eficiente, ágil e criar apresentações profissionais que cativarão a sua audiência! Veremos recursos que vão desde teclas de atalhos até a criação de animações e transições que trarão uma experiência visual completa e agradável a sua audiência.",Course,2019-12-20 10:41 UTC,N/A,false,N/A,
Exame Preparatório 1: Certificação AWS Cloud Practitioner (CLF-C02),"<p>O objetivo deste exame preparatório é servir de treino para o exame de certificação <b>AWS Cloud Practitioner (CLF-C02)</b>. No início do exame preparatório, há três modos disponíveis: com cronometragem, sem cronometragem ou personalizado. Cada modo oferece tentativas ilimitadas, explicações para respostas corretas e incorretas e resultados detalhados do exame. O número e os tipos de pergunta do exame preparatório, bem como a duração do exame preparatório com cronometragem, visam refletir o exame de certificação.</p>
<p><b>Quer treinar mais?</b> Há outros exames preparatórios para esta certificação disponíveis, cada um com um conjunto de perguntas exclusivo para preparação contínua.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-aws-cloud-practitioner-clf-c02/"" target=""_blank"">Exame Preparatório 2: Certificação AWS Cloud Practitioner (CLF-C02)</a></li>
</ul>
<p><b>Sobre a certificação:</b> para saber mais sobre essa certificação, acesse <b><a href=""https://aws.amazon.com/certification/certified-cloud-practitioner/"">Amazon Web Services</b></a>.</p>
<p><I>As perguntas do exame preparatório são representativas do exame de certificação, mas não são as próprias perguntas que você vai encontrar no exame de certificação. Os exames preparatórios são para fins de autoavaliação. A aprovação neste exame preparatório não garante que você será aprovado no exame de certificação real.</I></p>",Course,2025-09-27 23:52 UTC,N/A,false,N/A,
Exame Preparatório 2: Certificação AWS Cloud Practitioner (CLF-C02),"<p>O objetivo deste exame preparatório é servir de treino para o exame de certificação <b>AWS Cloud Practitioner (CLF-C02)</b>. No início do exame preparatório, há três modos disponíveis: com cronometragem, sem cronometragem ou personalizado. Cada modo oferece tentativas ilimitadas, explicações para respostas corretas e incorretas e resultados detalhados do exame. O número e os tipos de pergunta do exame preparatório, bem como a duração do exame preparatório com cronometragem, visam refletir o exame de certificação.</p>
<p><b>Quer treinar mais?</b> Há outros exames preparatórios para esta certificação disponíveis, cada um com um conjunto de perguntas exclusivo para preparação contínua.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-aws-cloud-practitioner-clf-c02/"" target=""_blank"">Exame Preparatório 2: Certificação AWS Cloud Practitioner (CLF-C02)</a></li>
</ul>
<p><b>Sobre a certificação:</b> para saber mais sobre essa certificação, acesse <b><a href=""https://aws.amazon.com/certification/certified-cloud-practitioner/"">Amazon Web Services</b></a>.</p>
<p><I>As perguntas do exame preparatório são representativas do exame de certificação, mas não são as próprias perguntas que você vai encontrar no exame de certificação. Os exames preparatórios são para fins de autoavaliação. A aprovação neste exame preparatório não garante que você será aprovado no exame de certificação real.</I></p>",Course,2025-11-15 16:56 UTC,N/A,false,N/A,
Excel VBA: Formação Básica,"O curso de Excel VBA (Visual Basic for Applications), é um curso principalmente direcionado a profissionais sem conhecimentos prévios, variando de intermediários a avançados de Excel, mas que carecem de conhecimentos de programação. Nestas aulas, você vai aprender a automatizar tarefas repetitivas, usando para isto a ajuda de macros gravadas e da programação em VBA. O curso aborda desde, inicialmente, o gravador de macros, uma forma simplificada da sintaxe básica da linguagem VBA, e leva você até o estudo de comandos que disponíveis apenas através do VBA, pelo meio de programação, demonstrando as limitações da opção de gravação, e ressaltando as vantagens da linguagem de programação.",Course,2019-12-20 08:40 UTC,N/A,false,N/A,
Dicas de 1 Minuto sobre os Cálculos Mais Utilizados do Power BI,"Neste curso rápido e prático, você aprenderá os cálculos mais utilizados no Excel em dicas de um minuto. Ideal para quem deseja otimizar o tempo e aumentar a eficiência em suas planilhas, aprenderá fórmulas essenciais como SOMA, MÉDIA, PROCV e muito mais. Aperfeiçoe suas habilidades no Excel de maneira rápida e eficaz.",Course,2025-06-20 10:11 UTC,N/A,false,N/A,
Excel para Iniciantes: Tabelas Dinâmicas,"Este curso foi preparado para que você possa ter uma ótima base de conhecimento para criação e uso das tabelas dinâmicas. Este recurso sem dúvida é um dos melhores disponibilizados pela Microsoft no Excel e dará a você total liberdade para criar visões diversificadas dos seus dados, gerando informações que permitirão uma análise completa e rápida. ",Course,2019-11-11 22:08 UTC,N/A,false,N/A,
Microsoft 365: Formação Básica em Outlook,"Neste curso, aprenderemos a configurar e gerenciar e-mails, calendários e contatos usando o Microsoft Outlook do Office 365 (Microsoft 365). Ele possui muitas ferramentas para trabalho, organização a agendamento, além de colaboração efetiva; como usuário iniciante, você será levado a conhecer a interface e utilização de diferentes contas de e-mail no Outlook. Serão mostradas a criação, leitura, envio de e-mails e atualização de calendários e tarefas, assim como a criação e compartilhamento de contatos utilizando o Hub pessoal. Adicionalmente, aprenda a criar ou restaurar o backup de dados do Oulook para um novo computador!",Course,2019-08-24 11:40 UTC,N/A,false,N/A,
Administrative Professional Tips,"<p>Being an administrative professional is a rewarding and challenging career. This series provides tips to help you stay focused, balanced, and in sync with your boss—and become an invaluable asset to whatever company you work for. Executive assistant and coach April Stallworth helps you develop key skills such as gatekeeping, project management, and navigating office politics. She introduces tools to help you be more productive and efficient—including a detailed look at ways you can leverage new AI tools in your work—and shares resources to find answers specific to your industry. She also helps you build your brand and your network, to help pave the way to your next job or promotion. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-administrative-assistance-by-microsoft-and-linkedin"">Professional Certificate</a> from Microsoft.</p>",Course,2018-08-08 01:15 UTC,N/A,false,N/A,
Database Clinic: MS Excel,"The <em>Database Clinic</em> series shows how to plan, build, and optimize databases using different software. This course focuses on Microsoft Excel. While Excel doesn't offer traditional relational database management features, its table-based sheets, functions links, and powerful search and reporting features make it a great tool for learning the basics of database design. Join Curt Frye as he shows how to create a simple database, join data sets, search for records, and perform CRUD (create, read, update, and delete) operations. Plus, learn how to use Excel's calculations, PivotTables, functions, and formulas to gain deeper insights into your data.",Course,2018-07-06 07:55 UTC,N/A,false,N/A,
Fundamentos de Programação: Bancos de Dados,"Uma vez que você passar dos básicos da programação, você certamente precisará de um banco de dados. Bancos de dados fornecem uma estrutura consistente e organizada para armazenar e recuperar grandes quantidades de dados. Eles permitem que você crie aplicativos mais complexos que podem por exemplo, receber pedidos, processar pagamentos, fazer recomendações, autenticar usuários e muito mais. Este curso fornece os básicos necessários para você começar a criar e usar bancos de dados. Explore a terminologia: formas normais, ACID, CRUD, integridade referencial, transações, registros e tabelas. Aprenda o papel das chaves primárias e valores exclusivos em um modelo relacional. Aprenda como projetar o sistema ideal para conter seus dados, começando pelas tabelas e seus relacionamentos. Descubra como escrever consultas para extrair os dados necessários. Veja como manipular as diferentes demandas de armazenamento, acesso, desempenho e segurança. O instrutor Lucas Longo fornece exemplos práticos e explicações claras que ajudarão você a projetar bancos de dados que podem suportar as necessidades de seus aplicativos, dados e usuários.",Course,2021-04-05 12:19 UTC,N/A,false,N/A,
Descubra o SQL,"SQL (Structured Query Language) é a linguagem padrão para manipular dados em bancos de dados relacionais, como SQL Server, Oracle, MySQL, MariaDB e PostgreSQL. 
Este curso tem como objetivo te conduzir na descoberta desta linguagem tão fantástica e tão amplamente usada.
Saiba como buscar, ordenar, agrupar, classificar, alterar, deletar e incluir dados no seu banco de dados. 
Sua meta, portanto, é que você compreenda a linguagem SQL e não apenas decore os comandos mais conhecidos como o SELECT, INSERT, DELETE, UPDATE!",Course,2020-09-29 10:13 UTC,N/A,false,N/A,
Excel 2019: Gestão e Análise de Dados,"Neste curso, descreveremos e aprenderemos o básico a respeito de um dos programas mais completos e versáteis da suíte do Microsoft Office disponíveis no mercado: o Excel 2019. Desta forma, seremos capazes das mais diversificadas fórmulas, cálculos e análises, variando das mais simples às mais complexas, através de comandos num programa simples, user-friendly, disponível na maioria dos micros do mundo. Esperamos que você goste, aprenda e desfrute deste aplicativo em seu maior potencial, da maneira que mais lhe convier, e que mais lhe traga benefícios.",Course,2020-01-09 10:43 UTC,N/A,false,N/A,
Fundamentos de Python: Kivy,"O Kivy é uma biblioteca para criação de interfaces gráficas para aplicações escritas em Python. Ela provê diversos mecanismos para o desenvolvimento da camada de interação com o usuário de forma amigável e intuitiva. Além de permitir que a aplicação criada possa ser utilizada em diferentes sistemas operacionais, tanto desktop quanto mobile e, assim, permitir que a aplicação consiga atender a um número muito maior de usuários.<br>
Portanto, veremos neste curso como funciona o Kivy e como implementar uma aplicação com acesso ao banco de dados. Tudo isso utilizando o Python.",Course,2025-08-14 15:49 UTC,N/A,false,N/A,
Fundamentos de PHP,"PHP é uma linguagem de programação open source voltada principalmente para o desenvolvimento de aplicações web e APIs. Ela é uma das mais promissoras na área de desenvolvimento web back-end. Além de grande parte das aplicações web já utilizarem essa tecnologia, a linguagem vem evoluindo rapidamente, tanto novas features quanto com a melhora contínua de desempenho. Neste curso, ensinaremos a linguagem de programação PHP desde o início. Falaremos sobre os principais conceitos, práticas e recomendações para que você inicie o aprendizado de forma correta e moderna da linguagem. Dentre vários outros conteúdos, conheceremos as principais características da linguagem e onde ela se aplica, como instalar e executar os scripts da linguagem, trabalhar com funções personalizadas e da linguagem, tipos de erros e o básico sobre exceção, o que são PSRs, PRS-0 e PSR-12 e muito mais.",Course,2025-10-09 08:20 UTC,N/A,false,N/A,
GitHub Actions: Formação Básica,"Bem-vindo e bem-vinda ao curso Descubra o GitHub Actions! Este é um guia extenso sobre a poderosa ferramenta de automação e integração contínua do GitHub.<br>
Aprenda com o primeiro GitHub Star do Brasil, Julio Arruda, a configurar pipelines de CI/CD, automatizar tarefas e implantar código com precisão. Entenda a vitalidade deste recurso no panorama do desenvolvimento de software. Mergulhe em tópicos como pipelines, jobs, steps, e triggers. Domine a publicação de pacotes NuGet e Docker, assegurando a eficiência no desenvolvimento. Explore a integração com “pushes”, “pull requests” e explore recursos extras. Temas como segurança e estratégias avançadas também serão abordados. 
Prepare-se para dominar o GitHub Actions e saber tudo sobre essa ferramenta fantástica de automação.",Course,2024-08-31 11:26 UTC,N/A,false,N/A,
Gestão de Projetos: Como Resolver os Problemas Mais Comuns,"Ao equilibrar as restrições triplas na gestão de projetos (custo/qualidade/tempo) e tentar realizar algo novo, certamente haverá problemas. No curso, o instrutor em gestão de projetos, Chris Croft, ensina a resolver os problemas mais comuns que surgem quando se trabalha com projetos. Ao dividir esses problemas em 4 categorias principais - problemas pessoais, problemas de qualidade, problemas de custo e problemas de tempo - Chris oferece conselhos e técnicas úteis sobre como lidar com eles.

</p><p>Este curso faz parte de um <a href=""https://www.linkedin.com/learning/paths/fundamentos-para-analise-de-negocios-por-microsoft-e-linkedin"" target=""_blank"">certificado profissional de Microsoft.</a></p>",Course,2020-03-23 12:18 UTC,N/A,false,N/A,
Como Dar Feedback aos Colaboradores,"Nesse curso, o escritor Todd Dewett ajuda você a identificar a melhor forma de dar feedback positivo e negativo aos funcionários. Saiba como criar uma cultura baseada em feedback efetivo, fazer coaching e dar sugestões que ajudam os funcionários a se desenvolverem. Descubra as características de feedback útil, seus diferentes tipos, conversas estruturadas e estratégias para reorientar as reações difíceis dos funcionários.",Course,2018-12-08 11:35 UTC,N/A,false,N/A,
SQL Server: Formação Básica,"O curso de SQL Server 2019 - Formação Básica foi preparado para dar a você noções essenciais sobre a utilização do principal software de manipulação de banco de dados da Microsoft. Trabalharemos com os conceitos essenciais necessários para o entendimento do que é o SQL Server, faremos sua instalação e configuração,   criaremos contas de acesso ao servidor e configuraremos suas permissões de acesso. Você verá como utilizar o T-SQL, a linguagem de manipulação de dados incorporada ao SQL Server e aprenderá como fazer um backup e restaurar os dados. Aprenda como utilizar Stored Procedures, crie views e functions, utilizando o melhor SGBD (Sistema de Gerenciamento de Banco de Dados) do mercado.",Course,2022-07-07 19:33 UTC,N/A,false,N/A,
Fundamentos de C++,"C++ é uma evolução orientada a objetos da linguagem C que, apesar de ter sido criada em 1987, ainda é uma das linguagens mais utilizadas do mundo, sendo amplamente utilizada em sistemas embarcados devido a sua facilidade de uso em baixo nível. Neste curso, abordaremos tudo o que você precisa aprender para programar na linguagem C++. Dentre várias outras coisas, você aprenderá como declarar variáveis e constantes no C++, o que são e como funcionam as estruturas de condição e repetição, como trabalhar com funções, como utilizar as collections do C++ e muito mais.",Course,2025-01-25 02:11 UTC,N/A,false,N/A,
Liderança com Inteligência Emocional (2018),"As emoções estão por toda parte no trabalho, e é importante que os líderes entendam como aproveitá-las para estimular a produtividade e relacionamentos construtivos. Neste curso, Britt Andreatta mostra como desenvolver a inteligência emocional para atuar melhor ao liderar equipes, trabalhar com os colegas e gerenciar as relações com os superiores.
Saiba o que é inteligência emocional, conheça sua importância no trabalho e aprenda técnicas práticas para elevar seu próprio quociente emocional (QE). Isso inclui ter uma percepção precisa de si mesmo, exercer o autocontrole emocional, praticar a resiliência e desenvolver a empatia. Em seguida, use essas lições para desenvolver sua consciência do outro, aprendendo a inspirar as pessoas a se comunicarem de forma útil e gerenciar conflitos.",Course,2019-02-21 08:45 UTC,N/A,false,N/A,
Como Potencializar a Inovação com o Test & Learn,"Nessa formação, você irá aprender e explorar o conceito de Test & Learn, que consiste em construir uma cultura de experimentação para o desenvolvimento de inovações em sua organização. Desenhada para líderes e gerentes, atuais e futuros, essa formação te ensinará a construir e aplicar uma cultura e metodologia Test & Learn. Com Adilson Borges, você descobrirá sugestões práticas e concretas para desenvolver um mindset Test & Learn, e verá, passo a passo, como implementar as diferentes fases de teste, coleta e análise dos dados que compõem essa metodologia, para que você também possa realizar de experimentos dentro da sua organização.",Course,2024-12-09 17:57 UTC,N/A,false,N/A,
Microsoft 365: Formação Básica em Excel,"Esse curso possui uma abordagem focada nas principais ferramentas do Excel em ambiente Office 365 (Microsoft 365) e na produtividade de profissionais por meio de execuções, atalhos e facilidades que são ensinadas ao longo das aulas. São desenvolvidas planilhas, análises e execuções em casos semelhantes ao dia a dia de profissionais.",Course,2019-08-05 10:44 UTC,N/A,false,N/A,
Dicas de 1 Minuto sobre Como Tratar Dados no Power Query,"Aprenda a transformar e preparar dados de maneira eficiente com o Power Query em dicas rápidas de um minuto. Este curso é ideal para quem deseja otimizar o tratamento de dados em suas planilhas, abordando funcionalidades essenciais como a importação, limpeza e transformação de dados. Torne-se um especialista em Power Query e melhore sua produtividade.",Course,2026-04-24 14:52 UTC,N/A,false,N/A,
Torne-se um Citizen Developer (Parte 1): Primeiros Passos,"O curso ""Torne-se um Citizen Developer (Parte 1): Primeiros Passos"" visa capacitar profissionais e entusiastas a se tornarem ""desenvolvedores cidadãos"", em tradução literal, utilizando plataformas low-code para criar automações e aplicativos personalizados sem precisar de conhecimento avançado em programação. Este curso foi projetado para tornar a tecnologia acessível, permitindo que qualquer pessoa contribua para a transformação digital em organizações. Com uma abordagem prática e módulos curtos, os participantes aprenderão a utilizar ferramentas como Power Automate e Power Apps, capacitando-os a automatizar processos e desenvolver soluções tecnológicas eficientes.",Course,2025-07-27 11:14 UTC,N/A,false,N/A,
Como Desenvolver sua Inteligência Emocional (2020),"A inteligência emocional pode ajudar você a construir relacionamentos eficazes no trabalho. A coach executiva e psicóloga organizacional Gemma Roberts explica o que é inteligência emocional e sua importância. Ela ajudará você a se tornar mais autoconsciente, para que consiga identificar os gatilhos emocionais que podem comprometer seu desempenho. Ela também auxiliará você a conciliar suas intenções e o impacto que deseja causar, para que você possa construir relacionamentos sólidos e colaborativos.",Course,2020-12-07 20:04 UTC,N/A,false,N/A,
JavaScript: Formação Básica,"O JavaScript é uma linguagem de script para páginas web. À medida que a web evolui de um ambiente estático para um dinâmico, o foco da tecnologia está se afastando de marcação e estilo estáticos - frequentemente tratados por sistemas de gerenciamento de conteúdo ou scripts automatizados - para interfaces dinâmicas e interações avançadas. Uma vez visto como opcional, o JavaScript agora está se tornando parte integrante da web, ao inserir o seu script em cada camada.

Através de exemplos práticos e mini-projetos, este curso irá lhe ajudar a formar sua compreensão do JavaScript passo a passo, desde princípios básicos como variáveis, tipos de dados, condicionais e funções até tópicos avançados, incluindo laços de repetição, closures (fechamentos) e DOM scripting. Ao longo do percurso, você também será apresentado ao ES6 e aos fundamentos das bibliotecas de JavaScript.",Course,2020-04-02 10:37 UTC,N/A,false,N/A,
Excel for Mac 2016: Advanced Formulas and Functions,"Conquer some of the most daunting features in Microsoft Excel: formulas and functions. In this Excel for Mac 2016 update to his popular series, author Dennis Taylor presents numerous formulas and functions in Excel and shows how to use them efficiently. The course begins with tips and keyboard shortcuts to accelerate the way you work with formulas within one or multiple worksheets. Dennis then covers how to perform logical tests with the IF, AND, OR, and NOT functions; search and retrieve data with lookup functions (VLOOKUP, MATCH, and INDEX); analyze data with statistical functions; use text functions to clean up worksheets; work with array formulas and functions, and master date and time calculations. Dennis focuses on practical examples that transition effortlessly to real-world scenarios. Start watching to take advantage of the tremendous power offered by Excel formulas and functions.",Course,2018-07-10 10:42 UTC,N/A,false,N/A,
